CASRN,LD50_avg,Toxic_avg-0,Toxic_avg-1,EPA_avg-1,EPA_avg-2,EPA_avg-3,EPA_avg-4,Toxic,EPA_Category,Toxic_zones,EPA_zones,Integrated_zones,model,logLD50_mmolkg,Toxic(Exp),EPA_category(Exp)
142646-10-4,0.324,0.632,0.368,0.103,0.1,0.433,0.363,Nontoxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,,0.0,3.0
144-15-0,1.356,0.907,0.093,0.011,0.039,0.409,0.541,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
144702-27-2,0.364,0.443,0.557,0.022,0.266,0.552,0.16,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
1458-18-0,0.62,0.594,0.406,0.013,0.121,0.645,0.221,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
148040-04-4,0.472,0.609,0.391,0.053,0.094,0.649,0.204,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
151390-79-3,0.294,0.534,0.466,0.059,0.099,0.552,0.291,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
152264-72-7,0.49,0.718,0.282,0.018,0.125,0.699,0.157,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
154212-59-6,0.077,0.38,0.62,0.14,0.206,0.449,0.205,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,,0.0,3.0
156755-23-6,0.212,0.396,0.604,0.083,0.186,0.617,0.113,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
15993-42-7,0.635,0.861,0.139,0.012,0.032,0.529,0.428,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
1624-62-0,0.734,0.748,0.252,0.013,0.085,0.381,0.522,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
1638-86-4,0.58,0.312,0.688,0.056,0.389,0.448,0.107,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,,0.0,3.0
17273-79-9,1.273,0.797,0.203,0.005,0.046,0.864,0.086,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
176969-34-9,0.58,0.43,0.57,0.058,0.151,0.662,0.129,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
190442-10-5,0.633,0.676,0.324,0.02,0.132,0.734,0.114,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
19444-84-9,1.125,0.712,0.288,0.052,0.138,0.587,0.222,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
2002-29-1,-0.322,0.799,0.201,0.089,0.03,0.713,0.168,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
20485-39-6,0.835,0.445,0.555,0.027,0.109,0.746,0.118,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
20723-85-7,0.584,0.704,0.296,0.012,0.06,0.78,0.147,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
20943-49-1,0.753,0.439,0.561,0.004,0.032,0.884,0.08,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
22260-51-1,0.057,0.533,0.467,0.068,0.181,0.603,0.148,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
2362-14-3,0.631,0.615,0.385,0.038,0.115,0.674,0.173,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
23949-66-8,0.731,0.729,0.271,0.01,0.085,0.659,0.245,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
2437-25-4,0.955,0.844,0.156,0.021,0.058,0.229,0.693,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
2489-05-6,1.353,0.95,0.05,0.004,0.013,0.28,0.704,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
2517-43-3,1.501,0.808,0.192,0.008,0.053,0.493,0.446,Nontoxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,,0.0,3.0
25628-08-4,0.142,0.375,0.625,0.105,0.223,0.548,0.124,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
262368-30-9,0.328,0.168,0.832,0.042,0.342,0.555,0.062,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
26761-45-5,1.28,0.844,0.156,0.009,0.047,0.392,0.552,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
27310-25-4,1.309,0.916,0.084,0.02,0.034,0.307,0.639,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
2835-68-9,0.735,0.304,0.696,0.011,0.283,0.653,0.053,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
28961-43-5,0.732,0.588,0.412,0.011,0.183,0.433,0.373,Nontoxic,EPA 3,InZone,InZone,InZone,Base Models,,0.0,3.0
292605-05-1,1.229,0.806,0.194,0.021,0.049,0.438,0.492,Nontoxic,EPA 4,OutZone,InZone,HalfZone_B,Base Models,,0.0,3.0
30129-28-3,0.822,0.694,0.306,0.015,0.077,0.712,0.196,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
3021-02-1,0.71,0.307,0.693,0.034,0.264,0.596,0.106,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
30544-65-1,0.53,0.584,0.416,0.02,0.052,0.849,0.079,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
31328-28-6,0.501,0.263,0.737,0.083,0.323,0.559,0.035,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
32462-30-9,1.037,0.553,0.447,0.009,0.134,0.597,0.26,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
33398-01-5,1.036,0.828,0.172,0.007,0.092,0.614,0.287,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
338-65-8,0.28,0.231,0.769,0.206,0.367,0.29,0.138,Toxic,EPA 2,OutZone,InZone,HalfZone_B,Base Models,,0.0,3.0
34274-28-7,1.466,0.895,0.105,0.019,0.038,0.313,0.63,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
34454-97-2,0.384,0.444,0.556,0.066,0.19,0.644,0.1,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
35092-89-8,1.032,0.78,0.22,0.019,0.043,0.771,0.167,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
36504-64-0,0.708,0.502,0.498,0.017,0.104,0.758,0.12,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
37027-10-4,0.714,0.759,0.241,0.004,0.062,0.896,0.038,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
38585-74-9,0.72,0.31,0.69,0.042,0.43,0.451,0.077,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,,0.0,3.0
39202-17-0,1.307,0.868,0.132,0.006,0.024,0.534,0.436,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
39903-01-0,0.403,0.3,0.7,0.06,0.258,0.593,0.089,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
40530-60-7,0.562,0.701,0.299,0.015,0.089,0.66,0.236,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
41263-74-5,0.935,0.701,0.299,0.019,0.064,0.714,0.202,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
41583-09-9,1.169,0.688,0.312,0.017,0.115,0.824,0.043,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
4245-76-5,0.695,0.303,0.697,0.067,0.347,0.367,0.218,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,,0.0,3.0
461-05-2,1.405,0.851,0.149,0.015,0.034,0.203,0.747,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
4726-14-1,0.552,0.659,0.341,0.035,0.082,0.555,0.329,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
4866-00-6,0.825,0.353,0.647,0.041,0.125,0.731,0.104,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
49667-22-3,1.04,0.363,0.637,0.005,0.073,0.848,0.074,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
503614-91-3,0.426,0.556,0.444,0.011,0.095,0.752,0.141,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
515-74-2,1.39,0.895,0.105,0.006,0.038,0.26,0.696,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
520-26-3,0.203,0.661,0.339,0.044,0.062,0.368,0.525,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
52449-76-0,0.825,0.673,0.327,0.043,0.082,0.72,0.155,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
53-84-9,0.879,0.799,0.201,0.027,0.066,0.256,0.651,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
53037-34-6,0.87,0.13,0.87,0.05,0.652,0.241,0.057,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
53471-74-2,0.157,0.743,0.257,0.033,0.1,0.752,0.114,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
5372-81-6,1.048,0.833,0.167,0.01,0.028,0.824,0.137,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
54112-23-1,0.51,0.643,0.357,0.027,0.105,0.619,0.249,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
54301-26-7,1.034,0.802,0.198,0.012,0.04,0.748,0.201,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
54903-12-7,0.688,0.633,0.367,0.01,0.074,0.854,0.062,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
54903-61-6,0.542,0.59,0.41,0.03,0.079,0.852,0.04,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
55232-77-4,0.316,0.539,0.461,0.032,0.11,0.81,0.048,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
55699-10-0,0.301,0.338,0.662,0.071,0.264,0.597,0.068,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
5660-53-7,1.087,0.722,0.278,0.016,0.142,0.58,0.262,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
57843-53-5,1.141,0.847,0.153,0.016,0.043,0.527,0.414,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
5888-87-9,0.819,0.706,0.294,0.017,0.103,0.539,0.341,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
5945-33-5,0.344,0.785,0.215,0.02,0.09,0.357,0.533,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
60046-50-6,0.982,0.623,0.377,0.016,0.098,0.693,0.193,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
61-90-5,1.334,0.789,0.211,0.009,0.089,0.578,0.325,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
618-88-2,1.004,0.653,0.347,0.019,0.076,0.597,0.308,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
63503-98-0,0.961,0.797,0.203,0.012,0.068,0.645,0.275,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
64131-85-7,-0.56,0.337,0.663,0.319,0.313,0.149,0.22,Toxic,EPA 1,OutZone,InZone,HalfZone_B,Base Models,,0.0,3.0
6528-34-3,0.67,0.873,0.127,0.012,0.04,0.508,0.439,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
669-90-9,1.451,0.875,0.125,0.013,0.038,0.523,0.427,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
68131-04-4,0.679,0.575,0.425,0.15,0.111,0.444,0.295,Nontoxic,EPA 3,InZone,InZone,InZone,Base Models,,0.0,3.0
6842-62-2,0.882,0.609,0.391,0.008,0.058,0.649,0.285,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
68920-66-1,1.079,0.758,0.242,0.005,0.054,0.688,0.252,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
691-37-2,1.253,0.67,0.33,0.014,0.158,0.491,0.337,Nontoxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,,0.0,3.0
69788-31-4,0.454,0.285,0.715,0.006,0.038,0.922,0.034,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
70209-97-1,0.897,0.894,0.106,0.012,0.03,0.294,0.664,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
70969-58-3,1.298,0.917,0.083,0.005,0.028,0.422,0.544,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
72162-47-1,0.958,0.626,0.374,0.009,0.27,0.597,0.125,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
7328-22-5,1.422,0.871,0.129,0.009,0.028,0.431,0.533,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
73833-37-1,0.558,0.516,0.484,0.055,0.126,0.61,0.208,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
74441-06-8,0.827,0.706,0.294,0.009,0.078,0.727,0.185,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
75-26-3,0.855,0.425,0.575,0.011,0.195,0.693,0.101,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
76950-43-1,0.857,0.498,0.502,0.047,0.262,0.512,0.179,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
78778-28-6,0.241,0.442,0.558,0.058,0.125,0.644,0.173,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
80427-93-6,0.454,0.638,0.362,0.031,0.095,0.837,0.037,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
81936-33-6,0.851,0.622,0.378,0.01,0.109,0.79,0.091,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
827-52-1,1.17,0.653,0.347,0.009,0.064,0.734,0.193,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
83857-96-9,0.454,0.319,0.681,0.081,0.305,0.508,0.106,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
84029-45-8,0.974,0.819,0.181,0.019,0.04,0.673,0.268,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
848820-98-4,0.275,0.476,0.524,0.081,0.275,0.371,0.274,Toxic,EPA 3,InZone,InZone,InZone,Base Models,,0.0,3.0
85251-77-0,1.421,0.945,0.055,0.011,0.017,0.269,0.703,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
86087-23-2,1.19,0.522,0.478,0.022,0.183,0.64,0.156,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
867-13-0,0.219,0.326,0.674,0.179,0.186,0.469,0.166,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,,0.0,3.0
87324-00-3,1.166,0.68,0.32,0.016,0.148,0.54,0.297,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
87444-09-5,0.611,0.591,0.409,0.019,0.061,0.633,0.287,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
88-45-9,1.392,0.886,0.114,0.006,0.046,0.531,0.417,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
89-04-3,1.481,0.925,0.075,0.008,0.013,0.523,0.456,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
91-56-5,0.799,0.58,0.42,0.024,0.125,0.637,0.214,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
915095-86-2,0.534,0.598,0.402,0.024,0.158,0.71,0.108,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
922165-31-9,1.239,0.87,0.13,0.007,0.026,0.536,0.43,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
932742-30-8,0.856,0.806,0.194,0.018,0.049,0.593,0.34,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
944-73-0,0.553,0.474,0.526,0.063,0.144,0.575,0.217,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
96-76-4,0.739,0.317,0.683,0.012,0.186,0.695,0.106,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
97416-84-7,0.21,0.776,0.224,0.022,0.098,0.521,0.359,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
987-65-5,1.037,0.848,0.152,0.019,0.043,0.209,0.729,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
105755-07-5,0.659,0.713,0.287,0.019,0.092,0.659,0.23,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
108-87-2,1.26,0.665,0.335,0.012,0.155,0.416,0.418,Nontoxic,EPA 4,OutZone,InZone,HalfZone_B,Base Models,,0.0,3.0
1098-97-1,1.193,0.955,0.045,0.007,0.016,0.287,0.69,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
112885-42-4,0.104,0.395,0.605,0.126,0.17,0.635,0.07,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
118472-63-2,0.183,0.427,0.573,0.092,0.192,0.582,0.134,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
121625-71-6,0.371,0.586,0.414,0.043,0.15,0.725,0.081,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
122277-23-0,0.644,0.9,0.1,0.008,0.041,0.893,0.058,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
123-28-4,1.146,0.9,0.1,0.009,0.037,0.346,0.608,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
1239-29-8,0.32,0.662,0.338,0.035,0.135,0.551,0.279,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
131707-23-8,0.101,0.289,0.711,0.058,0.234,0.559,0.149,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
13403-01-5,0.636,0.485,0.515,0.011,0.169,0.633,0.187,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
135302-13-5,0.623,0.335,0.665,0.06,0.287,0.493,0.16,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,,0.0,3.0
148477-71-8,0.432,0.694,0.306,0.058,0.085,0.507,0.349,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
16150-45-1,0.516,0.59,0.41,0.018,0.109,0.614,0.259,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
17438-89-0,1.103,0.886,0.114,0.005,0.034,0.311,0.65,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
17696-69-4,0.297,0.676,0.324,0.067,0.134,0.477,0.323,Nontoxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,,0.0,3.0
18691-97-9,0.688,0.343,0.657,0.041,0.181,0.528,0.25,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
19683-09-1,0.437,0.429,0.571,0.044,0.101,0.625,0.229,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
20153-98-4,0.469,0.505,0.495,0.018,0.082,0.809,0.091,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
20541-83-7,0.32,0.362,0.638,0.015,0.198,0.692,0.094,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
224785-90-4,0.394,0.529,0.471,0.039,0.129,0.667,0.165,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
24477-37-0,0.812,0.833,0.167,0.009,0.048,0.282,0.661,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
2507-91-7,0.005,0.222,0.778,0.289,0.213,0.436,0.062,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,,0.0,3.0
26807-65-8,0.571,0.74,0.26,0.02,0.098,0.276,0.605,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
30299-08-2,0.618,0.688,0.312,0.029,0.086,0.504,0.382,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
3182-02-3,0.468,0.603,0.397,0.03,0.145,0.615,0.21,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
3352-87-2,1.078,0.879,0.121,0.007,0.043,0.726,0.224,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
33956-61-5,0.298,0.656,0.344,0.13,0.094,0.463,0.313,Nontoxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,,0.0,3.0
34973-08-5,0.004,0.538,0.462,0.038,0.323,0.183,0.457,Nontoxic,EPA 4,InZone,InZone,InZone,Base Models,,0.0,3.0
361366-16-7,0.5,0.475,0.525,0.021,0.174,0.541,0.264,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
37693-01-9,0.682,0.561,0.439,0.025,0.136,0.642,0.197,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
39205-83-9,0.864,0.602,0.398,0.035,0.081,0.631,0.252,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
41400-85-5,0.632,0.345,0.655,0.017,0.058,0.829,0.096,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
434-05-9,0.576,0.728,0.272,0.014,0.071,0.648,0.266,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
47662-72-6,0.481,0.545,0.455,0.016,0.1,0.635,0.249,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
51287-57-1,0.633,0.647,0.353,0.008,0.105,0.596,0.291,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
51867-77-7,0.79,0.761,0.239,0.013,0.061,0.467,0.459,Nontoxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,,0.0,3.0
5287-46-7,1.214,0.738,0.262,0.023,0.059,0.501,0.417,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
54029-21-9,0.388,0.499,0.501,0.021,0.157,0.614,0.207,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
55079-83-9,0.817,0.675,0.325,0.011,0.109,0.682,0.198,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
56-53-1,0.9,0.796,0.204,0.01,0.054,0.808,0.128,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
56903-66-3,0.479,0.397,0.603,0.017,0.092,0.79,0.101,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
5870-29-1,0.425,0.2,0.8,0.018,0.245,0.676,0.06,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
60012-90-0,0.52,0.638,0.362,0.032,0.117,0.62,0.231,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
61788-44-1,0.715,0.272,0.728,0.062,0.231,0.609,0.099,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
63394-05-8,0.444,0.415,0.585,0.033,0.114,0.689,0.164,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
63927-95-7,0.674,0.272,0.728,0.013,0.248,0.688,0.05,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
66125-72-2,0.446,0.217,0.783,0.027,0.202,0.691,0.079,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
67542-43-2,0.643,0.529,0.471,0.018,0.151,0.714,0.117,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
69-74-9,0.793,0.785,0.215,0.067,0.038,0.497,0.398,Nontoxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,,0.0,3.0
693-23-2,1.561,0.944,0.056,0.006,0.018,0.419,0.558,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
70198-17-3,0.481,0.525,0.475,0.037,0.102,0.701,0.161,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
70942-01-7,1.006,0.967,0.033,0.005,0.012,0.064,0.918,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
72064-79-0,0.511,0.866,0.134,0.015,0.025,0.721,0.239,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
73-31-4,0.556,0.463,0.537,0.038,0.206,0.626,0.13,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
74014-51-0,0.53,0.833,0.167,0.016,0.036,0.226,0.723,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
74531-88-7,0.56,0.645,0.355,0.011,0.04,0.769,0.18,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
75708-29-1,0.402,0.379,0.621,0.024,0.11,0.665,0.201,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
77234-90-3,0.665,0.438,0.562,0.021,0.119,0.771,0.09,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
79660-72-3,0.476,0.564,0.436,0.037,0.052,0.711,0.2,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,3.0
81529-70-6,0.573,0.749,0.251,0.006,0.037,0.897,0.061,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
82958-11-0,0.079,0.325,0.675,0.059,0.18,0.644,0.117,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
83647-97-6,0.547,0.842,0.158,0.023,0.046,0.43,0.5,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
87-08-1,0.909,0.318,0.682,0.007,0.015,0.852,0.125,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
